Date,E72119,H89777,F85464,H25081,H90004,F24440,G54244,H90047,H75846,B89546,H87666,H70121,H75906,I83509,F88857,H70826,E20204,F81043,E11600,E90081,H88608,C89731,H89262,E89070,E10382,I65752,H86222,E37381,H75811,I35124,H85414,E78705,E83910,H77369,H90108,E89216,H90495,E37402,I87510,I86122,G82171,E42614,H83683,I75912,G89866,H85789,G82777,D34367,E92583,E87034,D11308,H50702,E86242,H72231,H88290,I79698,E30648,F12758,E87268,I83303,H71175,H41187,H89897,H77120,D84010,E79108,C63132,I89927,G81481,D88660,H89050,G88901,H84767,H83218,E25452,E82651,H90082,I74500,H89995,E88839,F29647,G76360,H78943,C76279,H89994,G77584,H89323,D81084,H80779,H88291,E11825
Y2013M12,0.062922,0.039532,-0.028476,0.05204,0.020874,-0.015107,0.230269,0.018424,0.107919,-0.070465,0.010006,0.060994,0.030313,-0.083946,-0.037318,0.039008,0.079281,-0.039181,0.020658,0.077249,0.01407,0.136885,0.009472,0.021661,0.055465,0.034702,-0.008333,-0.08284,0.029276,0.008515,0.010827,0.011097,-0.014162,0.032318,-0.00544,0.066225,0.045136,0.009601,0.037757,-0.113924,0.023643,-0.007592,0.019022,0.087584,-0.007541,0.065245,0.05231,0.140196,0.040373,0.035194,0.027868,0.055031,-0.062473,0.047701,0.021,0.098995,0.059536,-0.035811,0.018278,0.047619,0.044981,0.029633,0.059474,0.03304,0.033785,0.078811,0.176401,0.03851,0.013836,-0.047636,0.051474,0.018185,0.01644,0.021995,-0.015679,0.004722,0.063029,-0.074105,0.008047,0.030702,-0.007935,0.020284,0.012942,0.10045,0.018497,-0.009423,-0.032698,0.468254,0.05501,0.018717,0.248047
Y2014M1,0.209877,0.011098,-0.115517,-0.036601,-0.036916,0.011652,0.089057,0.031885,0.080589,0.048241,-0.067365,0.022001,-0.09076,-0.09893,-0.026756,0.02,-0.060818,-0.008322,-0.048267,-0.066798,-0.037573,-0.027877,0,0.00837,-0.037018,-0.000236,0.007818,0.070968,-0.095808,-0.103574,0.080241,0.276161,-0.051875,0.051893,0.016531,0.163282,-0.051029,-0.089448,-0.093715,0.085714,0.063415,-0.114021,0.003333,0.008194,-0.177204,-0.072777,0.043032,-0.070077,-0.053761,0.017635,-0.084483,-0.017387,-0.097137,-0.03074,-0.058946,-0.010134,-0.013333,-0.031319,-0.108443,-0.010101,-0.077965,-0.001535,0.056333,-0.115409,-0.207859,0.001198,-0.043945,-0.203749,-0.104573,-0.040647,0.04922,0.050419,0.102326,-0.030009,0.070916,0.0827,0.022222,-0.110384,0.018693,-0.059574,-0.030492,0.198413,0.044521,0.075727,-0.030842,-0.129756,-0.060282,-0.021622,-0.044227,-0.045556,0.079812
Y2014M2,0.239796,0.006037,0.044834,0.051965,0.03969,0.056648,0.039501,0.069815,0.005188,0.124567,0.061461,0.02807,0.037975,-0.212571,-0.002793,0.008675,0.135529,0.010406,-0.016472,0.126316,0.045481,0.106292,0.025469,-0.001383,0.081183,0.021498,0.056678,0.012108,-0.036424,0.023548,0.038069,-0.0444,-0.017677,-0.014751,0.045592,0.11028,0.049436,0.079656,0.064477,0.065789,0.095407,0.030056,0.027907,0.101738,0.030292,0.015274,0.027494,-0.025428,0.006341,0.06146,0.010048,0.016622,-0.008868,0.019828,0.036109,-0.010948,-0.02027,0.004754,-0.005866,0.005102,0.080124,-0.01153,0.007619,0.025448,0.222148,0.014354,-0.024561,0.366996,0.084125,0.121781,-0.001125,0.027009,0.033081,0.069375,0.129086,0.028909,0.005217,0.100334,0.059423,0.104072,0.038837,-0.071192,0.018946,0.231735,0.033914,0.023691,0.0006,-0.135387,0.099852,0.064561,0.217391
Y2014M3,-0.308642,-0.003495,-0.046642,0.079078,0.026801,0.021111,-0.023333,0.012246,-0.047742,-0.072615,-0.000577,-0.012969,0.05331,0.142172,0.011403,0.027358,-0.00378,0.056754,0.016004,0.045794,0.012316,-0.09884,-0.018445,0.01023,0.094232,-0.008788,-0.001863,0.166597,-0.032864,-0.078528,0.00805,-0.110506,-0.009483,0.045985,0.02237,-0.06012,0.014669,0.008389,0.027429,-0.037037,-0.078873,0.058843,0.003253,-0.098957,-0.055217,0.045132,0.002201,-0.065465,0.00627,-0.007945,0.020026,-0.037847,0.152632,0.014915,0.023471,-0.001725,0.06442,0.03312,0.024735,0,0.015239,0.000394,0.013946,0.021671,0.029657,0.028892,-0.098561,-0.066469,-0.047289,0.0121,0.017865,0.03059,0.01118,0.003507,-0.032665,-0.02684,-0,0.021277,-0.020072,-0.028689,0.002196,0.019608,0.008123,0.043559,0.025455,0.009478,0.162972,-0.105403,-0.065618,-0.022749,-0.010714
Y2014M4,-0.053571,0.017464,-0.001957,-0.068726,0.008578,0.021627,-0.047782,0.04638,0.006775,0.018248,-0.022813,0.016598,-0.045288,0.028794,-0.019118,0.023538,0.022207,0.05703,-0.030626,-0.078642,-0.023129,-0.002451,-0.080537,0.023472,-0.090184,0.0007,0.013793,-0.158163,-0.034296,-0.066911,0.052871,-0.086294,-0.069626,0.038162,0.029022,-0.059365,0.037267,0.010672,-0.105673,0.384615,-0.05903,-0.003045,-0.087549,-0.001412,0.105123,-0.064103,0.056288,0.000508,-0.009377,-0.077879,0.055096,-0.083102,-0.003196,0.019296,0.017373,-0.0072,-0.040968,0.207705,0.107459,-0.035533,-0.055084,-0.056255,0.02956,0.036897,-0.099283,0.160458,-0.031524,-0.072987,-0.002108,-0.007039,0.024407,0.064095,0.017365,0.020093,-0.060606,-0.091043,8.7e-05,-0.10119,-0.013374,-0.109705,0.032453,0.188811,0.029959,-0.083185,-0.016692,0.030786,-0.167955,0.166071,-0.005772,-0.01272,-0.095066
Y2014M5,-0.100629,0.007464,0.078431,-0.005597,0.013836,-0.016073,0.026882,0.020668,-0.028264,-0.02118,0.010048,0.051546,0.021625,-0.059184,0.017991,0.023112,0.023099,0.016279,0.059601,-0.042677,0.008146,0.059963,0.062774,0.077996,0.001502,-0.022616,0.013707,-0.187879,0.052336,0.017838,0.020779,-0.054143,-0.03087,0.103896,0.012044,0.007546,0.037924,0.078775,0.023632,0.578704,0.007114,0.101099,0.037669,0.04043,-0.04739,0.005993,0.009993,0.005581,-0.026699,0.013002,0.002942,0.096677,0.261029,0.006798,0.032104,0.031186,0.04466,0.106383,-0.060491,-0.278947,0.020771,0.015423,0.035023,-0.0286,0.059682,0.004938,0.046147,0.185708,0.018437,0.043308,0.03059,0.111609,0.03075,0.006566,-0.061208,0.01644,-0.023456,0.016556,0.028534,-0.023697,0.031208,0.088235,0.042654,0.054246,0.013849,-0.045542,-0.050155,-0.167443,0.067747,0.027368,0.075798
Y2014M6,-0.041958,0.000547,-0.089091,0.049823,0.019206,0.06398,0.019267,0.02477,0.037396,0.100533,0.08449,0.019608,0.101058,0.171986,0.029116,-0.015875,0.003373,0.027918,0.00267,0.052685,0.039444,0.030751,0.033241,-0.002587,0.099474,-0.021469,0.013622,-0.089552,0.092362,0.064143,-0.005089,0.401443,0.007782,-0.055654,0.008873,0.101506,0.052885,0.060102,0.008506,-0.085044,0.010007,0.008699,0.002759,0.054348,-0.037851,0.04766,0.039904,0.090313,0.121131,0.05829,0.042899,0.048468,-0.064504,0.0081,0.045665,-0.008018,-0,-0.009109,0.011408,0.10219,0.025066,0.052807,-0.005522,0.078398,0.086636,0.11941,0.029145,0.15554,0.026966,0.052381,-0.00826,0.02638,0.029833,-0.00431,0.109251,0.042732,0.168935,-0.029316,0.028848,0.104369,-6.3e-05,0.016216,-0.013478,0.004288,0.027032,-0.010925,0.0691,0.063164,-0.012414,0.014503,-0.012361
Y2014M7,0.189781,-0.01391,-0.057884,0.001994,-0.011983,-0.074335,0.019793,-0.049149,-0.040053,-0.056261,0.038682,0.00641,-0.027145,-0.022739,-0.085975,-0.017727,-0.077327,0.044227,-0.019641,-0.051973,-0.051342,-0.13763,-0.032172,-0.036491,-0.114175,-0.034373,-0.035692,0.114754,-0.04065,-0.104084,-0.028871,-0.203497,-0.129923,-0.057967,-0.022702,-0.223146,-0.014831,-0.138027,0.010843,-0.105769,-0.021651,-0.089062,-0.019945,-0.073196,-0.020045,-0.15059,-0.104768,-0.052753,0.095132,-0.047449,-0.072474,0.021785,-0.076354,-0.019098,-0.003171,-0.029779,0.042056,-0.071706,-0.068196,-0.086093,-0.007624,-0.067141,-0.021434,-0.083786,-0.182877,0.022388,0.058171,-0.000156,0.000184,0.027465,-0.005459,-0.038196,0.012365,-0.044289,-0.111826,-0.009575,-0.045073,0.045302,-0.002658,0.015385,-0.001764,-0.114362,-0.007978,-0.181153,-0.01768,0.008115,0.010996,-0.034602,-0.010708,-0.009476,0.032541
Y2014M8,-0.141104,-0.002389,-0.055085,0.001592,0.034384,0.043672,0.108126,0.043651,0.034771,-0.048718,-0.01603,0.030225,0.015715,0.003788,0.060431,0.005116,0.019093,0.100391,0.027682,-0.015228,0.045324,0.037255,0.01385,-0.007595,0.071263,0.007574,0.039871,-0.058824,-0.022034,0.039338,0.072072,-0.036524,-0.126914,0.066893,0.025753,0.154843,-0.008656,0.124544,0.017878,0.010753,0.059265,0.071094,0.035088,0.075918,0.085834,0.014375,0.056865,0.141671,0.392105,-0.018284,0.061848,0.058762,-0.00423,0.011094,0.048261,0.090178,0.10852,-0.055678,-0.00894,0.028985,0.05651,0.088061,0.011327,0.04014,0.143774,0.008158,0.123327,0.002186,-0.015513,0.034412,0.033537,0.046639,0.005852,0.025305,0.022645,-9.7e-05,-0.0784,0.027287,0.052425,-0.021645,-0.005742,0.204204,0.030244,0.050652,0.039069,0.105169,0.024773,0.096774,0.001896,0.03982,0.45697
Y2014M9,-0.021429,-0.032153,-0.136771,-0.005562,-0.01274,-0.010928,0.206667,-0.009593,-0.092742,-0.189016,-0.024738,-0.121723,-0.03568,-0.057682,-0.001829,0.02062,-0.09168,-0.090453,-0.042737,0.041237,-0.060674,0.008507,-0.027548,0.014701,-0.122051,-0.050113,-0.029907,0.039063,-0.014899,-0.042448,-0.077311,-0.170939,-0.134788,-0.020917,0.007382,-0.049806,-0.08675,-0.123713,0.274005,-0.237589,0.002484,-0.033117,-0.003415,-0.046265,-0.063732,-0.045111,-0.051919,0.238768,-0.268431,-0.078677,0.029842,-0.010913,0.050977,-0.011945,-0.075106,-0.015015,-0.026829,0.094057,-0.054221,0.088028,-0.052109,0.045687,0.012037,-0.03557,0.008627,-0.111584,-0.117514,-0.115475,0.045594,-0.120571,-0.014688,0.002979,-0.058057,-0.033304,0.002657,-0.041671,0.000868,-0.00625,-0.001536,-0.095133,-0.037702,0.496259,-0.017241,-0.144984,-0.014132,-0.077064,-0.027712,0.081699,-0.096026,-0.019443,-0.066556
Y2014M10,-0.131387,0.00368,0.168831,-0.042519,0.01798,0.011587,0.00452,0.068464,0.051111,0.068966,-0.018473,0.107321,0.252802,0.155034,0.099,0.001985,-0.013605,0.016671,0.113377,0.039604,0.07272,0.098094,0.001416,0.106315,0.039484,0.11158,0.017476,-0.082707,0.048128,0.158847,0.068352,0.225954,-0.149852,-0.14209,0.014352,0.185626,0.011079,0.177405,0.081802,-0.390698,-0.009322,0.112159,-0.000685,0.033875,0.074464,0.143496,-0.052539,0.007254,-0.005168,0.156758,-0.018284,0.074724,0.146322,-0.002804,0.02947,0.098544,-0.14787,0.079127,0.116144,0.003236,-0.02196,0.06064,0.018865,0.066643,0.54738,0.201822,-0.036483,0.027132,0.080257,-0.00435,0.021368,-0.027441,0.125424,-0.004306,0.060036,0.117837,-0.058362,0.022013,0.057612,0.173594,0.039991,-0.113333,0.020768,0.038972,0.038337,0.09165,0.095383,0.347432,-0.012036,0.025472,-0.184492
Y2014M11,-0.008403,0.001209,-0.124444,-0.02367,0.024679,-0.042907,0.4815,0.059181,0.007047,-0.099883,0.057876,0.001944,-0.019205,-0.039871,-0.080983,-0.002603,-0.047955,-0.047483,0.082923,-0.034286,0.00328,0.077756,0.041018,0.009439,0.038512,-0.036308,-0.017949,-0.098279,-0.020408,0.058974,0.009641,-0.103362,-0.034904,-0.067537,0.057308,-0.008822,-0.065812,-0.143095,-0.072218,0.763359,-0.041925,-0.025885,0.022634,0.024115,0.016801,-0.049501,0.001235,-0.021948,-0.191584,0.053419,0.077722,0.09986,-0.06398,0.003454,0.005725,0.059101,0.128431,-0.208035,-0.108616,-0.045161,-0.007173,0.012074,-0.001438,0.029267,-0.064397,-0.018747,-0.057175,-0.072384,0.128612,-0.070476,-0.000857,0.020612,0.035181,0.025332,-0.030431,0.046029,-0.004255,0.031538,0.032733,0.025,0.055093,0.099624,-0.001157,-0.157223,0.019705,0.037705,-0.023849,-0.242152,0.026161,0.063391,-0.010929
Y2014M12,0.364407,-0.002118,0.025381,0.009225,0.003577,-0.005884,0.012487,0.017462,-0.044787,-0.005181,-0.03428,0.033635,0.069474,-0.003611,0.156411,0.029784,-0.00559,-0.052545,-0.029897,0.053254,0.022005,-0.045719,0.001364,0.012022,0.001019,-0.003694,-0.071053,-0.054631,-0.039931,-0.049067,-0.03559,-0.048403,0.00367,-0.301472,-0.058157,0.013531,-0.038723,0.048759,0.159341,-0.177489,-0.003239,0.004978,0.022297,-0.06194,-0.032014,0.03175,0.046092,0.032609,-0.06503,0.018149,-0.05822,0.003851,0.032477,0.042291,-0.025856,-0.014857,0.039301,0.007534,-0.099627,-0.054054,0.04997,0.187655,0.027526,0.067412,-0.037978,-0.043496,0.015261,-0.158654,0.029549,0.001979,0.033457,-0.002775,0.041434,-0.045194,-0.070619,-0.027437,0.034002,0.029083,-0.007083,0.152439,-0.011235,0.189744,0.021351,0.056818,0.017921,0.025982,0.078977,0.115385,-0.008325,0.017171,0.061878
Y2015M1,0.322981,-0.005089,-0.056931,-0.114005,-0.040952,-0.001409,0.28,0.006088,-0.044689,-0.123698,-0.152246,0.048811,-0.089488,0.052809,0.019819,0.043223,0.03833,0.053879,-0.060916,0.245318,-0.050596,0.001108,-0.019074,-0.011638,-0.095396,-0.057341,-0.016429,-0.086538,-0.041591,0.050966,-0.023127,-0.036707,0.087751,0.072185,0.051953,0.071036,0.084962,-0.023883,-0.07425,-0.052632,0.015625,-0.061044,0.025777,-0.088404,-0.082148,-0.11817,-0.071138,0.01562,0.010309,0.03408,-0.02487,0.020034,-0.137162,-0.035077,0.007942,0.000119,-0.047899,0.037886,-0.180657,0.007214,-0.104788,0.024492,0.056418,-0.081676,-0.044351,-0.099873,0.027294,0.045165,0.01023,-0.02222,0.048315,-0.062183,0.098941,0.001893,-0.024095,0.056157,-0.062274,0.231884,0.01688,-0.081129,0.001962,0.066092,0.043927,-0.139785,-0.055321,0.024181,-0.075502,-0.106101,0.03148,-0.020616,0.135276
Y2015M2,-0.011737,0.028101,0.154856,0.103133,0.053067,-0.075895,-0.03268,-0.047769,0.016104,-0.045072,0.017571,-0.045756,0.035991,-0.093435,0.006316,-0.02074,0.101887,0.073463,0.05967,-0.033835,0.060464,0.11548,0.008333,0.073952,0.202756,0.006817,0.049084,-0.042105,0.232075,0.004217,0.005682,0.151515,0.109244,0.157072,0.012323,0.057309,0.030451,0.033959,-0.045222,-0.055556,-0.025108,0.077345,-0.003866,0.037264,-0.04785,0.12796,-0.027707,-0.189903,-0.030612,0.060523,0.051737,-0.039281,-0.18835,0.030769,0.050558,-0.01318,-0.033539,0.177521,0.087416,0.113396,0.080489,-0.027405,-0.01733,0.057762,0.020094,0.071766,-0.041972,-0.045947,0.120675,0.056432,-0.020615,0.069337,-0.016509,0.049449,0.118366,0.011172,0.024543,-0.011765,0.046277,0.047985,-0.046572,0.130728,-0.026103,-0.03125,0.050681,-0.009648,0.086236,0.15727,-0.035879,0.070709,-0.165903
Y2015M3,0.368171,-0.005663,0.25,-0.00983,-0.013243,-0.027684,-0.135,-0.029015,-0.018868,-0.003112,0,0.008202,0.05799,0.016002,0.025771,0.009375,-0.066138,-0.099675,-0.038625,0.005447,0.010041,0.020357,0.069156,-0.022012,0.00491,0.015104,-0.012676,-0.131868,-0.036353,0.057888,0.007533,-0.118355,-0.093558,-0.088146,-0.018175,0.06108,-0.070586,-0.0306,-0.017873,-0.023529,0.017336,-0.00536,0.041694,0.043717,0.040081,0.04042,-0.010823,0.021461,-0.049123,0.074142,-0.055889,0.019754,-0.003143,-0.002813,-0.01625,0.008904,0.004591,0.023556,0.019191,-0.070064,0.005065,-0.028139,0.011337,0.06888,0.111089,0.065639,0.040997,0.292043,0.018386,-0.047682,0.022561,-0.066788,0.029924,-0.003301,0.01048,0.03273,0.031376,0.178333,0.014219,0.065934,-0.021423,-0.143027,0.001897,-0.055914,0.000324,0.015706,-0.004732,0.069231,0.024987,0.001245,0.10989
Y2015M4,0.028333,0.025934,-0.003636,0.050521,0.012784,0.041759,-0.091392,-0.004255,0.041538,0.318939,0.03926,-0.078223,0.000762,0.097437,0.036244,-0.001037,-0.02083,0.031205,0.002162,0.05418,-0.019231,-0.110219,0.002587,-0.065351,-0.018657,0.002565,0.015827,-0.227468,0.141479,0.108874,-0.031731,0.268562,-0.133672,0.183461,-0.031535,-0.006422,0.067601,-0.100042,0.181984,-0.024096,-0.015548,-0.067589,0.035022,0.059995,0.059077,0.042636,-0.010249,0.007273,0.0369,-0.051303,0.000247,-0.02669,0.082501,0.025512,0.044473,-0.010376,-0.042962,-0.057635,-0.001097,-0.020548,0.01764,-0.025529,0.002601,-0.006725,0.023578,-0.15957,0.173745,0.086319,-0.058352,0.185469,-0.01807,0.097869,-0.057732,0.040048,-0.014448,0.006998,-0.015393,-0.161447,-0.019849,-0.046392,0.041313,0.031989,0.00723,0.251139,-0.003247,-0.118614,-0.014301,0.002398,-0.061203,-0.010402,0.050495
Y2015M5,0.073744,0.004938,0.00365,0.032483,0.011738,-0.036108,-0.018913,0.03173,0.049483,-0.047337,0.007537,-0.034294,0.001015,-0.044028,-0.111288,-0.03234,-0.004091,-0.023122,0.020294,0.08884,0.008852,0.055023,-0.04,0.040696,-0.014972,0.018424,0.005,0.06505,0.038028,-0.003324,0.036743,-0.082353,0.287109,-0.218714,-0.020923,0.057143,-0.075301,-0.107185,0.138568,-0.074074,0.025647,-0.020905,0.061632,0.076421,0.055412,-0.000826,-0.023783,-0.015243,0.128114,0.062665,0.009862,-0.003538,0.091086,-0.003347,-0.006083,0.05423,0.280802,-0.017054,-0.023472,-0.076853,0.023419,-0.014377,-0.02058,0.013247,0.126165,0.065421,-0.233882,0.25424,-0.018584,-0.071981,-0.0178,-0.045269,0.003789,0.024899,0.011453,0.067338,0.010176,-0.036145,0.052624,0.009009,-0.007255,0.237197,-0.02164,-0.232135,0.016694,-0.049554,0.029017,-0.045455,-0.058496,0.010561,-0.013195
Y2015M6,-0.066038,-0.051648,0.02,0.052707,-0.022095,-0.093016,-0.112513,-0.063637,-0.062632,-0.055072,0.045056,-0.056818,0.073492,0.049364,-0.060398,0.000464,-0.029737,-0.010326,-0.007927,0.04383,0.005105,0.118838,-0.013495,-0.042598,0.011366,0.011307,-0.066667,0.060462,-0.020353,0.018214,-0.090996,-0.102564,0.026114,-0.055264,-0.079068,0.019774,-0.086529,-0.091743,-0.06288,-0.1,-0.017901,0.030678,-0.040688,-0.006058,0.058628,0.068003,0.005766,-0.04277,-0.0347,-0.040408,-0.03418,-0.043907,-0.083929,-0.045558,-0.034272,-0.019433,-0.008949,0.056604,0.022693,-0.015226,0.022597,-0.026523,-0.022619,0.064207,0.066906,-0.069252,0.10219,-0.090773,0.05334,-0.002166,-0.031801,-0.079528,-0.048528,-0.052223,-0.062711,-0.039216,0.088828,-0.117575,0.001001,0.017857,-0.01738,-0.040305,-0.00819,0.08358,-0.000641,0.074918,0.092428,-0.125313,0.090533,-0.005544,-0.034384
Y2015M7,-0.025455,0.001287,0.131907,-0.075799,0.010077,0.050403,0.184834,0.036318,-0.016516,-0.118317,-0.023353,0.048193,-0.015187,-0.00776,0.023011,0.000467,-0.09416,0.032905,0.103977,-0.01938,-0.029678,0.018089,0.01368,-0.04724,-0.060019,0.078261,-0.029457,-0.057014,0.015235,-0.006299,0.082699,-0.046429,0.109281,-0.054561,0.01906,0.118569,-0.122704,-0.151979,-0.089466,-0.096296,0.038341,-0.05444,-0.038829,-0.113847,0.040172,-0.019022,0.027089,0.006809,-0.029412,0.096388,0.047158,0.027179,0.079435,-0.008685,-0.067807,0.032525,-0.250945,-0.054392,-0.122868,0.042308,0.007692,0.0074,0.028024,-0.031336,-0.087882,0.094742,-0.067004,-0.014321,-0.012153,-0.122506,0.030074,-0.04061,0.060027,0.041221,-0.043768,0.039804,-0.042265,0.17857,0.028722,-0.142105,-0.032,-0.07605,0.011462,0.060175,0.028689,-0.028621,0,-0.025788,0.138904,0.051006,-0.421365
Y2015M8,0.002833,-0.024585,-0.029921,-0.072317,-0.058432,-0.057796,-0.114667,-0.041906,-0.048092,0.078032,-0.014775,-0.119826,-0.029639,-0.025904,-0.005155,-0.016719,-0.006203,-0.159048,-0.079072,-0.036232,-0.043014,-0.025992,0.016194,-0.004901,0.007632,-0.035945,-0.054839,1.076923,-0.094134,-0.037779,0.011055,-0.060075,0.024292,0.025119,-0.039842,-0.031413,-0.020473,-0.389097,0.034073,-0.155738,0.015496,-0.056677,0.026103,-0.088858,-0.046726,-0.059755,-0.050098,-0.033812,-0.161616,-0.000254,-0.042843,-0.08531,-0.200181,-0.008931,-0.091774,-0.034549,-0.015136,0.08869,-0.053366,-0.04059,-0.064174,-0.045743,0.006442,-0.057321,0.175211,-0.128228,-0.013779,-0.071668,-0.022684,-0.104374,-0.004703,0.012926,-0.072484,-0.066862,-0.081592,-0.090718,0.025596,0.054087,-0.080567,-0.106339,-0.017015,-0.152334,-0.00337,0.031992,-0.066053,-0.045896,-0.06229,-0.082353,-0.101248,-0.068874,0.162393
Y2015M9,0.01633,-0.004144,-0.058442,-0.061136,-0.02529,-0.024251,0.051958,0.002529,0.008821,-0.110189,0.012237,0.016502,0.080705,0.041395,-0.00285,0.025958,-0.112866,-0.123932,-0.033724,-0.105947,-0.038019,-0.073034,0.02,-0.090865,-0.15186,-0.232314,-0.011207,0.003704,-0.071831,-0.018972,0.010934,0.012034,0.206391,-0.013657,-0.023131,-0.098989,-0.086184,-0.312883,0.089655,0.003884,-0.044205,-0.142359,0.023795,-0.041667,-0.054351,0.00463,-0.09839,0.192038,-0.016064,-0.036852,0.028739,-0.000504,0.100793,-0.039884,-0.01497,-0.018477,0.016495,-0.126301,-0.113174,0.153846,-0.04353,0.014857,0.000449,0.007526,-0.085057,0.110707,-0.150296,-0.04921,-0.125885,-0.065535,0.030388,-0.148222,-0.006396,-0.038655,-0.07909,-0.026116,0.046713,0.038769,-0.065546,-0.135011,0.024995,-0.094203,0.019244,0.1235,-0.023952,-0.123934,0.047522,-0.048077,0.008009,-0.014907,-0.070588
Y2015M10,-0.025424,0.030956,0.046552,0.055961,0.076482,0.052083,-0.081961,0.061632,0.028617,0.166839,0.044947,0.107955,0.116166,-0.180679,0.102759,0.026995,0.129371,0.027296,0.203283,0.037462,0.063532,0.047475,0.019608,0.113276,-0.03014,0.089664,0.067841,-0.107011,0.062397,0.047005,0.008105,-0.110166,0.056291,0.122893,0.104316,0.245757,0.137155,0.199511,0.126582,0.005803,0.05,0.140665,0.021454,0.116572,0.044076,0.048801,0.028511,0.041468,-0.004082,0.171887,0.055583,0.133636,-0.06893,0.070692,0.056231,0.080305,0.276876,-0.097595,0.144566,-0.053333,0.085879,0.019868,0.041084,0.030704,-0.040513,-0.032756,0.078226,0.47151,-0.017552,0.171271,0.037507,0.074239,0.05988,0.038575,-0.01319,0.081127,-0.067769,-0.032931,0.068293,-0.222222,0.054932,-0.0512,0.018359,0.010236,0.059192,-0.035164,-0.013699,0.154882,0.160487,0.074784,0.113924
Y2015M11,0.008696,-0.021149,0.116969,0.067972,0.005447,-0.084181,-0.042885,-0.047786,0.020093,0.031083,-0.012399,0.019259,0.052348,0.099089,0.029336,0.04173,-0.005509,-0.076972,-0.003122,0.0479,0.026384,0.003861,0.034615,-0.034044,0.243077,0.090857,-0.0275,0.24314,-0.001546,-0.054387,-0.037186,0.283186,-0.066876,-0.069093,-0.029767,0.056176,-0.039203,-0.158181,-0.177278,0.153846,-0.0425,0.070005,0.085181,0.01693,-0.004053,0.079021,-0.010196,0.029951,0.151639,0.023417,0.014168,-0.031584,0.149196,-0.04801,-0.026619,0.029006,0.046068,-0.03494,-0.009418,-0.056338,0.058586,-0.012645,-0.002471,0.020152,0.041524,0.096759,-0.226433,0.151016,0.152237,-0.141509,0.001737,-0.02006,0.026187,-0.027699,-0.043742,0.03928,0.000887,0.096481,0.006721,0.078231,-0.003471,-0.237774,0.009206,0.012775,0.021212,-0.10412,0.035714,-0.113703,0.079963,-0.009262,-0.008523
Y2015M12,0.113793,0.028806,-0.117994,-0.092988,-0.011581,0.006894,-0.108758,-0.047753,-0.111364,-0.039621,-0.054545,-0.007267,-0.105781,-0.072766,0.051781,0.009158,-0.080354,-0.023304,0.004327,-0.100563,-0.051521,-0.034135,0.044776,0.01782,0.009926,-0.162913,-0.002597,-0.016088,-0.037152,-0.081389,0.010438,-0.075862,-0.029379,-0.177582,0.0094,0.012647,-0.148248,0.104839,-0.023521,-0.191667,0.001246,-0.080872,0.022186,-0.039123,0.004747,-0.104461,-0.088006,0.104003,-0.007117,-0.078428,0.007977,0.014379,-0.16554,-0.009889,-0.026698,-0.027867,-0.079329,-0.036998,-0.072607,-0.238806,-0.092421,0.012946,0.018718,-0.042943,-0.046215,-0.092192,-0.031063,-0.1341,0.023324,-0.030705,0.029521,0.086199,-0.010425,0.004856,0.007624,0.013251,0.071238,-0.035197,0.011729,0.094637,-0.091989,0.061947,0.001966,-0.106568,-0.025025,-0.030551,-0.063697,-0.023026,-0.006383,-0.010109,0.095989
Y2016M1,0.017771,-0.036351,-0.005017,-0.180014,-0.047596,0.008178,-0.043419,0.045822,-0.109974,-0.151569,-0.086538,-0.04978,-0.123509,-0.022216,0.069366,0.012059,-0.001672,0.097544,-0.03221,-0.121188,-0.058038,-0.136635,-0.05,-0.032459,-0.083538,-0.249061,-0.059649,-0.148649,-0.184887,0.054341,0.012793,0.008955,-0.100116,0.109818,0.045982,-0.133619,-0.018356,-0.15593,-0.038073,-0.065052,-0.095457,-0.257703,-0.074643,-0.144961,-0.075262,-0.129637,0.15941,-0.13635,-0.086022,-0.040673,-0.000931,-0.10471,-0.118566,0.013301,-0.034456,-0.030981,0.003314,-0.062843,-0.158007,0.078431,-0.134124,0.033506,0.009117,-0.074141,-0.006654,-0.089407,-0.087546,-0.078783,0.053095,-0.061187,0.015261,-0.054329,-0.123727,-0.060567,-0.070785,-0.099346,-0.114713,-0.229614,-0.093092,-0.144092,0.043501,-0.133333,0.04311,-0.076923,-0.085036,-0.036062,-0.073371,0,-0.103212,-0.053301,0.143791
Y2016M2,-0.019541,-0.003061,-0.003361,-0.01516,0.00103,-0.051468,-0.110368,0.030606,-0.189655,-0.045455,0.054686,-0.04053,-0.052937,-0.028917,0.04745,0.033869,0.03392,-0.175405,0.03515,0.052491,0.022291,-0.027128,0.051378,-0.024683,0.164343,0.067917,-0.016981,0.134921,-0.153846,-0.031092,0.066316,0.01997,-0.05304,0.027471,0.057131,0.03458,-0.013125,0.191674,0.043619,-0.051715,0.121271,-0.040178,0.009725,0.043904,0.007299,-0.045977,0.0736,-0.05418,0.172549,0.078368,0.004893,-0.010725,-0.021094,0.007662,0.041363,-0.062464,-0.052849,0.089196,0.130671,-0.018182,-0.003841,-0.008356,0.007642,0.00293,-0.111742,0.099253,-0.028378,-0.041237,-0.013158,0.009945,0.018463,0.064378,-0.000253,-0.028464,-0.063712,-0.007425,0.138967,-0.004847,-0.005228,-0.074074,0.069975,0.019231,-0.000741,-0.030063,-0.025491,0.11893,-0.041528,0.094276,-0.042809,0.008909,0.086857
